,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
1071,BMW,6400.0,other,220,2.5,Petrol,yes,1997,323
1072,BMW,10800.0,sedan,246,3.0,Diesel,yes,2003,530
1073,BMW,12700.0,hatch,130,2.0,Petrol,yes,2007,118
1074,BMW,38500.0,sedan,140,2.0,Diesel,yes,2012,520
1075,Mitsubishi,5999.0,sedan,150,1.6,Petrol,yes,2005,Lancer
1076,Renault,9500.0,hatch,77,1.6,Petrol,yes,2011,Megane
1077,Volkswagen,12000.0,van,196,2.0,Diesel,yes,2011,T5 (Transporter) 
1078,Mercedes-Benz,38700.0,sedan,117,5.5,Petrol,yes,2010,S 550
1079,Mercedes-Benz,40000.0,other,119,6.3,Petrol,yes,2008,ML 63 AMG
1080,Mercedes-Benz,6900.0,other,311,2.2,Diesel,yes,1999,Vito
1081,Audi,24300.0,sedan,43,1.8,Petrol,yes,2012,A4
1082,Mitsubishi,17700.0,crossover,165,3.0,Gas,yes,2007,Pajero Wagon
1083,Toyota,18999.0,crossover,153,2.7,Gas,yes,2006,Land Cruiser Prado
1084,BMW,8300.0,sedan,200,4.4,Petrol,yes,2001,740
1085,Toyota,25000.0,crossover,80,4.0,Gas,yes,2008,FJ Cruiser
1086,Volkswagen,18939.537220470535,vagon,161,1.4,Petrol,yes,2011,Passat B7
1087,Mitsubishi,12499.0,crossover,142,2.4,Gas,yes,2008,Outlander XL
1088,BMW,2899.0,sedan,340,2.4,Diesel,yes,1988,524
1089,BMW,19900.0,other,95,4.5,Petrol,yes,2005,645
1090,Audi,51000.0,crossover,44,3.0,Diesel,yes,2014,Q7
1091,Audi,81999.0,crossover,0,2.98,Diesel,yes,2016,Q7
1092,BMW,9500.0,sedan,400,3.5,Gas,yes,1999,735
1093,Mitsubishi,10200.0,crossover,99,2.0,Gas,yes,2008,Outlander
1094,Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004,Vito
1095,Volkswagen,18500.0,sedan,74,1.8,Petrol,yes,2011,Passat CC
1096,Volkswagen,11200.0,van,200,2.5,Diesel,yes,2003,T4 (Transporter)
1097,BMW,3099.0,sedan,320,2.0,Diesel,no,2000,320
1098,Audi,27300.0,other,65,2.0,Petrol,yes,2011,TT
1099,Volkswagen,1450.0,other,200,1.8,Gas,yes,1987,Jetta
1100,Mitsubishi,9700.0,sedan,120,2.4,Gas,yes,2006,Galant
1101,Mitsubishi,18900.0,crossover,127,3.0,Gas,yes,2008,Pajero Wagon
1102,Audi,33500.0,crossover,67,2.0,Petrol,yes,2011,Q5
1103,Volkswagen,5500.0,van,400,1.9,Diesel,yes,1995,T4 (Transporter)
1104,Volkswagen,5300.0,sedan,270,1.8,Gas,yes,1997,Passat B5
1105,Toyota,25500.0,crossover,200,4.0,Petrol,yes,2007,Land Cruiser Prado
1106,Toyota,23660.0,crossover,125,3.5,Gas,yes,2013,Highlander
1107,Volkswagen,3100.0,hatch,311,1.6,Gas,yes,1986,Golf II
1108,Mitsubishi,5900.0,sedan,170,1.6,Petrol,yes,2007,Lancer
1109,Volkswagen,15900.0,sedan,150,2.0,Diesel,yes,2012,Passat B7
1110,Mercedes-Benz,105999.0,crossover,0,2.98,Diesel,yes,2016,GLE-Class
1111,Mercedes-Benz,18500.0,van,170,2.2,Diesel,yes,2010,Vito
1112,BMW,86999.0,crossover,0,3.0,Diesel,yes,2016,X6
1113,BMW,27800.0,sedan,170,2.0,Diesel,yes,2011,520
1114,Volkswagen,9000.0,van,275,2.5,Diesel,yes,2002,T4 (Transporter)
1115,Toyota,12200.0,sedan,185,3.5,Petrol,yes,2008,Camry
1116,Toyota,5800.0,sedan,200,2.2,Petrol,yes,1999,Camry
1117,Volkswagen,14499.0,van,164,2.0,Diesel,yes,2013,T5 (Transporter) 
1118,Audi,37000.0,other,170,3.0,Diesel,yes,2010,Q7
1119,Volkswagen,4500.0,hatch,199,1.8,Petrol,yes,1996,Golf III
1120,Audi,6557.85,sedan,327,4.2,Gas,yes,2000,A8
1121,Renault,6800.0,sedan,219,1.6,Gas,yes,2007,Megane
1122,BMW,37900.0,crossover,97,3.0,Diesel,yes,2010,X6
1123,Audi,14200.0,sedan,176,3.0,Diesel,yes,2005,A6
1124,Mitsubishi,9350.0,sedan,94,1.5,Gas,yes,2010,Lancer X
1125,Volkswagen,2200.0,vagon,150,1.6,Petrol,yes,1986,Passat B2
1126,Toyota,3100.0,hatch,283,1.3,Petrol,yes,1994,Corolla
1127,Mitsubishi,8400.0,crossover,100,3.2,Diesel,yes,2011,Pajero Wagon
1128,Audi,30650.0,vagon,35,2.0,Petrol,yes,2013,A4 Allroad
1129,Audi,8800.0,sedan,298,2.4,Gas,yes,1999,A6
1130,Mercedes-Benz,18939.537220470535,other,25,4.7,Petrol,yes,2014,S 500
1131,Mitsubishi,7699.0,crossover,254,3.0,Petrol,yes,2002,Pajero Sport
1132,Renault,6400.0,van,136,1.5,Diesel,yes,2012,Kangoo
1133,Volkswagen,16200.0,hatch,44,1.4,Petrol,yes,2012,Golf VI
1134,Volkswagen,4100.0,sedan,88,1.8,Gas,yes,1993,Vento
1135,Mercedes-Benz,6800.0,sedan,235,2.2,Diesel,yes,1999,C-Class
1136,Volkswagen,10600.0,sedan,75,1.6,Petrol,yes,2012,Polo
1137,Toyota,13000.0,crossover,149,2.0,Petrol,yes,2006,Rav 4
1138,Toyota,6500.0,sedan,248,2.0,Petrol,yes,2001,Avensis
1139,Audi,25500.0,vagon,181,3.0,Petrol,yes,2009,A6 Allroad
1140,Volkswagen,28000.0,crossover,132,2.0,Diesel,yes,2011,Amarok
1141,Toyota,9800.0,sedan,123,2.7867418728772444,Petrol,yes,2008,Corolla
1142,Audi,3500.0,sedan,200,2.5,Diesel,no,2001,A8
1143,Volkswagen,14899.0,van,165,2.0,Diesel,yes,2013,Caddy
1144,BMW,3500.0,sedan,300,3.0,Diesel,no,1999,530
1145,BMW,3500.0,sedan,272,2.0,Diesel,yes,2000,320
1146,Volkswagen,71138.0,crossover,0,3.0,Diesel,yes,2016,Touareg
1147,Renault,9658.94,sedan,1,1.2,Petrol,yes,2016,Logan
1148,Volkswagen,13000.0,van,178,2.5,Diesel,yes,2007,T6 (Transporter)
1149,Toyota,8000.0,hatch,115,1.6,Petrol,yes,2007,Corolla
1150,BMW,56500.0,crossover,1,2.0,Diesel,yes,2016,X5
1151,Renault,9700.0,vagon,114,1.5,Diesel,yes,2012,Kangoo
1152,Mercedes-Benz,7300.0,hatch,176,1.4,Petrol,yes,2004,A 140
1153,Renault,9000.0,vagon,190,1.5,Diesel,yes,2009,Megane
1154,Volkswagen,17900.0,sedan,96,2.5,Petrol,yes,2013,Passat B7
1155,Volkswagen,10700.0,sedan,147,2.0,Petrol,yes,2007,Passat B6
1156,Mercedes-Benz,11600.0,sedan,186,3.2,Petrol,yes,2003,E-Class
1157,Volkswagen,15000.0,van,275,2.5,Diesel,yes,2008,T5 (Transporter)
1158,Volkswagen,8350.0,hatch,200,1.4,Petrol,yes,2005,Golf V
1159,Mercedes-Benz,7700.0,sedan,199,5.0,Petrol,yes,1996,S 500
1161,Audi,72000.0,sedan,55,6.3,Petrol,yes,2012,A8
1162,Mitsubishi,17499.0,crossover,149,3.0,Gas,yes,2008,Pajero Wagon
1163,Renault,11300.0,vagon,141,1.5,Diesel,yes,2013,Megane
1164,Toyota,8500.0,sedan,168,1.6,Petrol,yes,2008,Corolla
1165,Mercedes-Benz,14490.0,vagon,212,2.2,Diesel,yes,2008,E-Class
1166,Volkswagen,11999.0,van,176,2.0,Diesel,yes,2011,T5 (Transporter) 
1167,Volkswagen,4300.0,hatch,217,1.6,Gas,yes,1997,Golf III
1168,BMW,35500.0,crossover,33,2.0,Diesel,yes,2014,X1
1169,Toyota,2800.0,other,421,1.3,Gas,yes,1988,Corolla
1170,BMW,37976.25,sedan,0,2.0,Petrol,yes,2016,520
1171,Renault,10500.0,van,183,2.5,Diesel,yes,2006,Trafic
1172,Toyota,74999.0,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
1173,Renault,7300.0,van,125,1.5,Diesel,yes,2012,Kangoo
1174,Mitsubishi,12200.0,crossover,140,2.4,Petrol,yes,2007,Outlander XL
1176,Mercedes-Benz,13600.0,van,199,2.2,Diesel,yes,2009,Vito
1177,Audi,5000.0,sedan,280,2.3,Gas,yes,1992,100
1178,Renault,12800.0,other,188,2.0,Diesel,yes,2008,Trafic
1179,Volkswagen,12499.0,other,184,2.0,Diesel,yes,2012,T6 (Transporter) 
1180,Mitsubishi,2800.0,sedan,150,2.0,Gas,yes,1996,Galant
1181,Renault,7300.0,van,200,1.5,Diesel,yes,2007,Megane
1182,Mitsubishi,6800.0,sedan,82,2.0,Petrol,yes,2007,Lancer
1183,Mitsubishi,9500.0,crossover,225,2.4,Gas,yes,2004,Outlander
1184,Audi,15900.0,hatch,160,1.4,Petrol,yes,2011,A3
1185,Volkswagen,8900.0,other,180,1.9,Diesel,yes,2010,Caddy
1186,Toyota,16030.0,sedan,90,2.5,Gas,yes,2012,Camry
1187,BMW,28000.0,sedan,170,2.0,Diesel,yes,2011,520
1188,Audi,10700.0,vagon,222,2.5,Diesel,yes,2005,A6
1189,BMW,25000.0,crossover,150,30.0,Petrol,yes,2007,X5
1190,Mercedes-Benz,7000.0,sedan,230,2.0,Gas,yes,2000,E-Class
1191,Volkswagen,8800.0,van,260,2.5,Diesel,yes,2008,T5 (Transporter) 
1192,Volkswagen,35000.0,crossover,20,2.0,Diesel,yes,2014,Tiguan
1193,Audi,8000.0,vagon,200,2.7,Diesel,yes,2006,A6
1194,Mercedes-Benz,15400.0,sedan,260,2.2,Diesel,yes,2008,E-Class
1195,Volkswagen,7650.0,sedan,325,1.8,Gas,yes,2003,Passat B5
1196,Mitsubishi,10600.0,crossover,52,2.0,Petrol,yes,2008,Outlander
1197,Renault,8200.0,vagon,192,1.5,Diesel,yes,2010,Logan
1198,Volkswagen,8700.0,other,520,2.5,Diesel,yes,1999,T4 (Transporter)
1199,BMW,45000.0,sedan,29,2.0,Diesel,yes,2016,520
1200,Volkswagen,5699.0,van,258,2.5,Diesel,yes,2001,T4 (Transporter) 
1201,Mercedes-Benz,13200.0,van,217,3.7,Gas,yes,2005,Viano
1202,Volkswagen,11500.0,van,70,2.0,Diesel,yes,2013,Caddy
1203,BMW,3300.0,sedan,233,28.0,Petrol,no,1997,528
1204,Volkswagen,12700.0,van,213,2.0,Diesel,yes,2012,T5 (Transporter) 
1205,Mercedes-Benz,18939.537220470535,other,176,3.0,Diesel,yes,2008,E-Class
1206,Volkswagen,12300.0,hatch,62,1.4,Petrol,yes,2012,Polo
1207,Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010,S 350
1208,Audi,15500.0,sedan,210,2.0,Diesel,yes,2008,A4
1209,Mercedes-Benz,33000.0,crossover,109,2.2,Diesel,yes,2012,GLK 220
1210,Mercedes-Benz,18939.537220470535,van,173,2.2,Diesel,yes,2011,Vito
1211,BMW,6500.0,sedan,280,2.0,Petrol,yes,1997,320
1212,Volkswagen,2350.0,sedan,11,1.9,Other,no,2000,Passat B5
1213,Volkswagen,17900.0,crossover,130,3.6,Gas,yes,2007,Touareg
1214,BMW,34500.0,other,160,3.0,Diesel,yes,2010,X5
1215,Renault,12300.0,sedan,99,2.5,Petrol,yes,2011,Latitude
1216,Mercedes-Benz,20500.0,sedan,193,3.5,Other,yes,2006,CLS 350
1217,BMW,75555.0,sedan,30,4.4,Petrol,yes,2014,M5
1218,Toyota,12800.0,sedan,145,2.4,Petrol,yes,2008,Camry
1219,Mercedes-Benz,12800.0,other,360,2.2,Diesel,yes,2008,Vito
1220,Audi,6900.0,sedan,327,3.7,Petrol,yes,1997,A8
1221,Volkswagen,17200.0,crossover,220,2.5,Diesel,yes,2006,Touareg
1222,Renault,6800.0,sedan,87,1.4,Petrol,yes,2013,Symbol
1223,Audi,14300.0,other,80,4.2,Petrol,yes,2004,A8
1224,Volkswagen,11600.0,sedan,169,1.4,Gas,no,2013,Passat B7
1225,Volkswagen,11990.0,van,231,2.5,Diesel,yes,2002,T4 (Transporter)
1226,BMW,77777.0,sedan,8,4.4,Petrol,yes,2014,750
1227,Mercedes-Benz,6800.0,sedan,186,2.7867418728772444,Petrol,yes,1998,C-Class
1228,BMW,2800.0,sedan,300,1.8,Other,yes,1987,318
1229,Mercedes-Benz,28500.0,other,65,1.8,Petrol,yes,2011,E-Class
1230,Audi,42700.0,crossover,75,3.0,Diesel,yes,2013,Q7
1231,Volkswagen,6950.0,other,217,1.9,Diesel,yes,2006,Caddy
1232,Volkswagen,7300.0,hatch,117,1.4,Petrol,yes,2007,Polo
1233,Mercedes-Benz,18939.537220470535,sedan,25,3.0,Diesel,yes,2014,S 350
1234,Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016,Pajero Sport
1235,Volkswagen,12900.0,vagon,145,1.6,Diesel,yes,2011,Golf Variant
1236,Volkswagen,5900.0,sedan,217,2.3,Petrol,yes,1999,Bora
1237,Mercedes-Benz,2600.0,hatch,111,1.4,Petrol,no,1999,A 140
1238,Audi,2799.0,vagon,390,1.9,Diesel,no,1998,A6
1239,Mitsubishi,21000.0,crossover,98,2.5,Diesel,yes,2011,Pajero Sport
1240,Audi,4999.0,sedan,231,1.9,Diesel,no,2002,A6
1241,Volkswagen,6900.0,sedan,160,1.6,Petrol,yes,2003,Bora
1242,Mercedes-Benz,5800.0,sedan,366,3.2,Gas,yes,1991,S 320
1243,Mitsubishi,15700.0,other,68,1.8,Petrol,yes,2011,ASX
1244,Volkswagen,74500.0,crossover,0,3.0,Diesel,yes,2015,Touareg
1245,Mercedes-Benz,22900.0,sedan,131,5.5,Gas,yes,2008,S 500
1246,Mercedes-Benz,32000.0,crossover,96,3.5,Petrol,yes,2010,ML 350
1247,Mercedes-Benz,35300.0,sedan,3,1.6,Petrol,yes,2014,CLA 200
1248,Volkswagen,6900.0,sedan,320,1.8,Gas,yes,2002,Passat B5
1249,BMW,7000.0,sedan,286,2.8,Petrol,yes,2001,520
1250,Volkswagen,35800.0,crossover,92,3.0,Diesel,yes,2011,Touareg
1251,Volkswagen,10700.0,hatch,60,1.4,Petrol,yes,2010,Polo
1252,BMW,23999.0,crossover,194,3.0,Petrol,yes,2007,X5
1253,Volkswagen,2700.0,hatch,300,1.9,Diesel,no,2000,Golf IV
1254,Mercedes-Benz,10000.0,sedan,80,2.7867418728772444,Diesel,yes,2010,S 350
1255,Toyota,18200.0,crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado
1256,Audi,2450.0,vagon,325,2.5,Diesel,no,2000,A6
1257,Audi,15800.0,hatch,123,1.4,Petrol,yes,2010,A3
1258,Volkswagen,9400.0,vagon,176,1.9,Diesel,yes,2005,Passat B5
1259,Mitsubishi,5800.0,vagon,230,1.6,Petrol,yes,2005,Space Star
1260,Volkswagen,13499.0,sedan,162,1.4,Petrol,yes,2012,Passat B7
1261,Volkswagen,39615.0,sedan,0,2.0,Diesel,yes,2016,Passat B8
1262,Toyota,23300.0,crossover,40,2.0,Petrol,yes,2014,Rav 4
1263,Audi,2100.0,sedan,217,1.9,Diesel,no,1996,A4
1264,BMW,3000.0,sedan,350,99.99,Other,yes,1992,520
1265,Mercedes-Benz,2700.0,sedan,337,2.3,Gas,yes,1988,230
1266,Renault,18939.537220470535,van,153,2.0,Diesel,yes,2012,Trafic
1267,Volkswagen,6700.0,van,16,2.0,Diesel,yes,2005,Caddy
1268,BMW,43163.25,crossover,0,2.0,Diesel,yes,2016,X1
1269,Renault,2750.0,hatch,186,22.0,Diesel,no,2005,Laguna
1270,Toyota,28350.0,crossover,92,2.2,Diesel,yes,2013,Rav 4
1271,Toyota,29500.0,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado
1272,BMW,18939.537220470535,crossover,15,4.39,Petrol,yes,2015,X5 M
1273,Volkswagen,8200.0,sedan,258,1.9,Diesel,yes,2004,Passat B5
1274,Mercedes-Benz,10999.0,other,269,2.2,Diesel,yes,2006,Sprinter 313
1275,Mercedes-Benz,18939.537220470535,crossover,1,3.0,Diesel,yes,2016,GLS 350
1276,Renault,8299.0,sedan,19,1.2,Petrol,yes,2013,Logan
1277,Toyota,20500.0,sedan,105,2.5,Petrol,yes,2013,Camry
1278,Volkswagen,14500.0,van,168,2.0,Diesel,yes,2012,T5 (Transporter) 
1279,Toyota,17300.0,other,135,3.5,Gas,yes,2009,Camry
1280,Mercedes-Benz,18700.0,sedan,105,5.5,Petrol,yes,2006,S 500
1281,Toyota,13200.0,sedan,38,1.33,Petrol,yes,2014,Corolla
1282,Volkswagen,2450.0,sedan,200,1.3,Gas,yes,1991,Jetta
1283,Audi,55000.0,hatch,24,2.8,Other,yes,2014,A7
1284,Toyota,20000.0,van,135,2.4,Gas,yes,2006,Previa
1285,Volkswagen,4000.0,hatch,266,1.9,Diesel,yes,1993,Golf III
1286,Mitsubishi,16900.0,other,120,3.0,Petrol,yes,2008,Pajero Wagon
1287,Mitsubishi,11450.0,sedan,60,1.6,Gas,yes,2012,Lancer X
1288,Mercedes-Benz,24500.0,crossover,236,5.0,Petrol,yes,2000,G 500
1289,Renault,12350.0,sedan,64,2.0,Gas,yes,2011,Fluence
1290,Mercedes-Benz,6900.0,sedan,239,2.3,Petrol,yes,1996,E-Class
1291,Toyota,30500.0,crossover,40,2.7,Petrol,yes,2011,Land Cruiser Prado
1292,Mitsubishi,8800.0,sedan,105,2.0,Gas,yes,2008,Lancer X
1293,Audi,9700.0,sedan,249,2.5,Diesel,yes,2004,A6
1294,BMW,63500.0,crossover,33,3.0,Petrol,yes,2015,X5
1295,Mitsubishi,8900.0,sedan,96,2.0,Petrol,yes,2008,Lancer X
1296,Audi,1950.0,vagon,210,1.8,Gas,no,1996,A4
1297,Audi,4400.0,sedan,190,2.5,Diesel,no,2003,A6
1298,Toyota,12450.0,sedan,162,3.5,Gas,yes,2007,Camry
1299,Audi,3200.0,sedan,295,2.5,Diesel,no,2000,A6
1300,Audi,12600.0,sedan,294,3.0,Gas,yes,2004,A8
1301,Renault,18939.537220470535,vagon,137,1.9,Diesel,yes,2008,Kangoo
1302,Mercedes-Benz,4400.0,sedan,225,2.0,Gas,yes,1995,E-Class
1303,Mercedes-Benz,3900.0,sedan,111,2.5,Diesel,yes,1989,E-Class
1304,Mercedes-Benz,154999.0,crossover,0,4.6,Petrol,yes,2016,GLS 500
1305,Volkswagen,8499.0,sedan,101,1.6,Petrol,yes,2012,Polo
1306,Mercedes-Benz,8000.0,other,230,2.2,Diesel,yes,2001,Vito
1307,Volkswagen,3500.0,hatch,250,1.9,Diesel,no,2000,Beetle
1308,Audi,11900.0,sedan,195,2.4,Gas,yes,2005,A6
1309,Toyota,24800.0,sedan,43,2.5,Gas,yes,2015,Camry
1310,Audi,3800.0,vagon,190,2.5,Diesel,no,2002,A6
1311,Volkswagen,4800.0,sedan,190,99.99,Petrol,yes,1998,Passat B5
1312,Volkswagen,7500.0,van,230,1.9,Diesel,yes,2006,Caddy
1313,BMW,8999.0,sedan,270,2.8,Petrol,yes,1998,528
1314,Volkswagen,5000.0,van,326,2.4,Diesel,yes,1995,T4 (Transporter)
1315,Mercedes-Benz,21000.0,crossover,135,3.5,Petrol,yes,2007,ML 350
1316,Renault,4200.0,van,142,1.9,Diesel,yes,2007,Kangoo
1317,Mitsubishi,18000.0,crossover,160,3.2,Diesel,yes,2007,Pajero Wagon
1318,Volkswagen,8500.0,van,220,2.5,Diesel,yes,2003,T4 (Transporter)
1319,Renault,3750.0,hatch,232,1.8,Petrol,yes,1997,Laguna
1320,Volkswagen,9000.0,other,212,2.0,Gas,yes,2007,Caddy
1321,Mitsubishi,6300.0,crossover,235,3.2,Diesel,no,2001,Pajero
1322,BMW,8400.0,sedan,297,2.2,Petrol,yes,2000,320
1323,Volkswagen,5000.0,hatch,190,2.7867418728772444,Petrol,yes,1998,Golf IV
1324,Volkswagen,17000.0,van,157,2.0,Diesel,yes,2010,T5 (Transporter)
1325,Volkswagen,3000.0,sedan,240,1.8,Petrol,yes,1991,Jetta
1326,Mercedes-Benz,21300.0,crossover,114,4.7,Petrol,yes,2007,GL 450
1327,BMW,16500.0,crossover,230,3.0,Gas,yes,2004,X5
1328,Mercedes-Benz,7300.0,other,250,2.2,Diesel,yes,2005,Sprinter 311
1329,Mercedes-Benz,18939.537220470535,van,300,2.3,Diesel,yes,1996,Vito
1330,Mercedes-Benz,2300.0,sedan,300,3.0,Diesel,yes,1999,E-Class
1331,BMW,8200.0,sedan,250,4.4,Petrol,yes,1997,540
1332,Audi,35000.0,sedan,61,2.8,Petrol,yes,2012,A6
1333,Volkswagen,7800.0,vagon,193,1.9,Diesel,yes,2002,Passat B5
1334,Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008,Golf Plus
1335,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,Q5
1336,Renault,11900.0,other,173,2.0,Diesel,yes,2012,Trafic
1337,Mercedes-Benz,3600.0,sedan,276,2.7,Diesel,no,2001,E-Class
1338,Volkswagen,3399.0,sedan,201,1.8,Petrol,yes,1991,Passat B3
1339,BMW,2650.0,vagon,335,2.0,Petrol,no,2000,320
1340,Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007,A 150
1341,Mercedes-Benz,1600.0,hatch,180,2.7867418728772444,Petrol,no,2000,A 160
1342,BMW,2550.0,vagon,312,2.5,Diesel,no,1999,525
1343,Renault,18939.537220470535,van,220,2.0,Diesel,yes,2008,Trafic
1344,Mercedes-Benz,2550.0,vagon,367,3.2,Diesel,no,2000,E-Class
1345,Audi,31700.0,sedan,32,1.8,Petrol,yes,2014,A4
1346,Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015,S 350
1347,BMW,20500.0,crossover,285,4.8,Petrol,yes,2006,X5
1348,Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002,Lancer
1349,BMW,2500.0,vagon,250,2.5,Diesel,no,2000,525
1350,Mercedes-Benz,13200.0,van,182,2.2,Diesel,yes,2011,Vito
1351,Mercedes-Benz,31000.0,crossover,220,3.2,Diesel,yes,2008,GL 320
1352,Audi,30900.0,vagon,118,2.0,Petrol,yes,2013,A4 Allroad
1353,Mitsubishi,4750.0,sedan,167,1.6,Petrol,yes,2003,Carisma
1354,Volkswagen,18939.537220470535,van,160,2.0,Diesel,yes,2011,T6 (Transporter) 
1355,Audi,18939.537220470535,sedan,62,3.0,Petrol,yes,2013,A8
1356,Toyota,8950.0,hatch,118,1.6,Petrol,yes,2008,Auris
1357,Renault,8300.0,van,177,1.5,Diesel,yes,2007,Grand Scenic
1358,Audi,6900.0,sedan,360,2.5,Diesel,yes,1997,A6
1359,Volkswagen,5000.0,sedan,81,2.7867418728772444,Other,no,2013,Passat B7
1360,BMW,69999.0,crossover,71,4.4,Petrol,yes,2011,X5 M
1361,Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003,Passat B5
1362,Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010,Golf VI
1363,Mitsubishi,9600.0,other,114,2.0,Petrol,yes,1999,Eclipse
1364,Mercedes-Benz,21200.0,vagon,206,2.1,Diesel,yes,2011,C-Class
1365,Toyota,102999.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
1366,Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007,Vito
1367,Renault,9999.0,van,185,1.5,Diesel,yes,2008,Kangoo
1368,Renault,8500.0,sedan,57,1.2,Gas,yes,2013,Logan
1369,Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997,T4 (Transporter)
1370,Mitsubishi,8700.0,sedan,80,1.5,Petrol,yes,2008,Lancer X
1371,Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011,Caddy
1372,Volkswagen,12700.0,hatch,156,1.6,Diesel,yes,2011,Golf VI
1373,Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007,Lancer
1374,Mitsubishi,2020.0,other,90,2.7867418728772444,Other,no,2008,L 200
1375,Volkswagen,18939.537220470535,van,123,1.2,Petrol,yes,2013,Caddy
1376,Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007,Galant
1377,Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007,Lancer X
1378,Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001,E-Class
1379,Audi,29800.0,crossover,151,3.0,Diesel,yes,2007,Q7
1380,Renault,3900.0,van,202,1.9,Diesel,yes,2001,Kangoo
1381,BMW,18939.537220470535,crossover,200,3.0,Diesel,yes,2009,X5
1382,Volkswagen,7000.0,van,345,1.9,Diesel,yes,2006,T5 (Transporter) 
1383,Audi,17700.0,other,70,2.0,Petrol,yes,2009,TT
1384,Toyota,9999.0,sedan,225,3.0,Gas,yes,2004,Camry
1385,Audi,25300.0,hatch,180,2.0,Diesel,yes,2011,A5
1386,Audi,22500.0,vagon,175,2.0,Gas,yes,2010,A4 Allroad
1387,Volkswagen,18600.0,sedan,2,1.6,Petrol,yes,2015,Jetta
1388,Mitsubishi,6999.0,sedan,160,2.0,Petrol,yes,2007,Lancer
1389,Toyota,16200.0,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100
1390,Mercedes-Benz,29999.0,hatch,9,2.7867418728772444,Other,yes,2015,B-Class Electric Drive
1391,Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100
1392,Mercedes-Benz,27300.0,sedan,144,2.14,Diesel,yes,2011,E-Class
1393,Toyota,2700.0,sedan,550,1.6,Gas,yes,1989,Carina
1394,BMW,12000.0,crossover,218,3.0,Diesel,no,2006,X5
1395,Mercedes-Benz,39900.0,hatch,2,2.7867418728772444,Other,yes,2015,B-Class Electric Drive
1396,Volkswagen,1800.0,other,280,1.9,Diesel,no,1997,Passat B5
1397,Audi,20500.0,sedan,106,1.8,Petrol,yes,2011,A4
1398,Volkswagen,10493.0,other,1,1.4,Petrol,yes,2014,Polo
1399,BMW,16800.0,sedan,154,3.0,Petrol,yes,2006,330
1400,Volkswagen,12500.0,sedan,177,2.7867418728772444,Petrol,yes,2008,Passat B6
1401,BMW,8200.0,sedan,238,3.0,Diesel,no,2004,730
1402,BMW,8000.0,sedan,330,2.7867418728772444,Diesel,yes,1997,525
1403,Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011,Vito
1404,Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012,Passat CC
1405,Toyota,13250.0,sedan,96,2.4,Gas,yes,2008,Rav 4
1406,Toyota,6400.0,sedan,250,3.0,Gas,yes,1998,Camry
1407,Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008,S 550
1408,Volkswagen,69990.0,van,1,5.0,Diesel,yes,2015,Multivan
1409,Audi,2600.0,vagon,110,2.5,Diesel,no,2002,A6
1410,Volkswagen,4900.0,sedan,500,1.9,Diesel,yes,1995,Passat B4
1411,Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,Megane
1412,Volkswagen,18939.537220470535,crossover,90,3.6,Petrol,yes,2008,Touareg
1413,Volkswagen,27200.0,crossover,1,2.0,Diesel,yes,2015,Tiguan
1414,Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989,E-Class
1415,Mercedes-Benz,18939.537220470535,sedan,24,3.0,Diesel,yes,2015,S 350
1416,Toyota,13900.0,sedan,139,2.4,Other,yes,2008,Camry
1417,BMW,12800.0,sedan,194,4.4,Gas,yes,2002,745
1418,Toyota,21200.0,crossover,135,4.0,Gas,yes,2007,Land Cruiser Prado
1419,Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000,E-Class
1420,Toyota,8800.0,sedan,165,1.8,Petrol,yes,2007,Avensis
